codFonteRecurso,txtDescricaoFonteRecurso,anoExercicio,modifiedMode,usuarioOperacao
02.1.569.1633,PMSP-SME/Creche e Escola de Educação Infantil-NOVO PAC,2025,5,
02.1.569.1924,PMSP-SME/FNDE Programa Brasil Alfabetizado-PBA - 22.880-X,2025,5,
02.1.570.0000,Código Genérico,2025,5,
02.1.600.0000,Código Genérico,2025,5,
02.1.600.0651,PMSP-SMS/FMS/FNS BLATB - PAB/PSF,2025,5,
02.1.600.0652,PMSP-SMS/FMS/FNS BLGES,2025,5,
02.1.600.0653,PMSP-SMS/FMS/FNS  BLMAC,2025,5,
02.1.600.0654,PMSP-SMS/FMS/FNS BLVGS-COVISA,2025,5,
02.1.600.1168,FMS CUSTEIO SUS,2025,5,
02.1.600.1696,SMS/FMS/SMS/ITMAC/GAB - 21.885-5,2025,5,
02.1.600.1703,SMS/FMS/ITMAC/GAB - 21.886-3,2025,5,
02.1.600.1704,PMSP/SMS/FMS/ITMAC/GAB - 21.887-1,2025,5,
02.1.600.1707,PMSP/SMS/FMS/ITMAC/GAB - 21.890-1,2025,5,
02.1.600.1708,PMSP/SMS/ENTID/15680003 - 21.891-X,2025,5,
02.1.600.1709,PMSP/SMS/ENTID/19970003 - 21.892-8,2025,5,
02.1.600.1716,PMSP-SMS/FMS-ITMAC/GAB - 21.916-9,2025,5,
02.1.600.1724,PMSP/SMS/ITPAP/GAB - 21.932-0,2025,5,
02.1.600.1725,PMSP/SMS/ITPAP/GAB - 21.933-9,2025,5,
02.1.600.1738,PMSP-SMS/FMS-SP-EP - 21.741-7,2025,5,
02.1.600.1739,PMSP-SMS/FMS-SP-EP - 21.742-5,2025,5,
02.1.600.1740,PMSP-SMS/FMS-SP-EP - 21.743-3,2025,5,
02.1.600.1741,PMSP-SMS/FMS-SP-EP - 21.745-X,2025,5,
02.1.600.1742,PMSP-SMS/FMS-SP-EP - 21.749-2,2025,5,
02.1.600.1743,6018.20250003903-1,2025,5,
02.1.600.1744,PMSP-SMS/FMS-SP-EP - 21.756-5,2025,5,
02.1.600.1745,PMSP-SMS/FMS-SP-EP - 21.757-3,2025,5,
02.1.600.1746,PMSP-SMS/FMS-SP-EP - 21.764-6,2025,5,
02.1.600.1747,PMSP-SMS/FMS-SP-EP - 21.778-6,2025,5,
02.1.600.1748,PMSP-SMS/FMS-SP-EP - 21.779-4,2025,5,
02.1.600.1749,PMSP-SMS/FMS-SP-EP - 21.780-8,2025,5,
02.1.600.1750,PMSP-SMS/FMS-SP-EP - 21.781-6,2025,5,
02.1.600.1751,PMSP-SMS/FMS-SP-EP - 21.782-4,2025,5,
02.1.600.1768,PMSP/ FMS/SP - EP - 21.734-4,2025,5,
02.1.600.1769,PMSP/ FMS/SP - EP - 21.735-2,2025,5,
02.1.600.1770,PMSP/ FMS/SP - EP - 21.736-0,2025,5,
02.1.600.1771,PMSP/ FMS/SP - EP - 21.737-9,2025,5,
02.1.600.1772,PMSP/ FMS/SP - EP - 21.740-9,2025,5,
02.1.600.1794,PMSP-SMS/FMS-ITMAC/GAB - 22.227-5,2025,5,
02.1.600.1798,PMSP-SMS/FMS/ITPAP/GAB - 22.261-5,2025,5,
02.1.600.1799,PMSP-SMS/FMS/ENTID/664730 - 22.320-4,2025,5,
02.1.600.1800,PMSP-SMS/FMS/ENTID/664645 - 22.322-0,2025,5,
02.1.600.1801,PMSP-SMS/FMS/ENTID/663408 - 22.325-5,2025,5,
02.1.600.1802,PMSP-SMS/FMS/ENTID/664482 - 22.328-X,2025,5,
02.1.600.1803,PMSP-SMS/FMS/ENTID/664630 - 22.333-6,2025,5,
02.1.600.1804,PMSP-SMS/FMS/ENTID/657997 - 22.334-4,2025,5,
02.1.600.1805,PMSP-SMS/FMS/ENTID/666662 - 22.340-9,2025,5,
02.1.600.1806,PMSP-SMS/FMS/ENTID/664592 – 22.345-X,2025,5,
02.1.600.1807,PMSP-SMS/FMS/ENTID/666655 - 22.348-4,2025,5,
02.1.600.1808,PMSP-SMS/FMS/ENTID/663283 - 22.350-6,2025,5,
02.1.600.1809,PMSP-SMS/FMS/ENTID/660970 - 22.351-4,2025,5,
02.1.600.1810,PMSP-SMS/FMS/ENTID/664621 - 22.357-3,2025,5,
02.1.600.1811,22.359-X - PMSP-SMS/FMS/ENTID/664430,2025,5,
02.1.600.1812,PMSP-SMS/FMS/ENTID/664665 - 22.361-1,2025,5,
02.1.600.1813,PMSP-SMS/FMS/ENTID/664474 - 22.363-8,2025,5,
02.1.600.1815,SMS/FMS/ENTID/664608 - 22.323-9,2025,5,
02.1.600.1816,SMS/FMS/ENTID/666952 - 22.324-7,2025,5,
02.1.600.1817,SMS/FMS/ENTID/664642 - 22.326-3,2025,5,
02.1.600.1818,SMS/FMS/ENTID/664685 - 22.329-8,2025,5,
02.1.600.1819,PMSP/ FMS/SP - EP – 22.330-1,2025,5,
02.1.600.1820,SMS/FMS/ENTID/664713 - 22.331-X,2025,5,
02.1.600.1821,SMS/FMS/ENTID/664754 - 2.332-8,2025,5,
02.1.600.1822,SMS/FMS/ENTID/664735 - 22.335-2,2025,5,
02.1.600.1823,PMSP-SMS/FMS/ENTID/664312 - 22.339-5,2025,5,
02.1.600.1824,PMSP-SMS/FMS/ENTID/664594 - 22.341-7,2025,5,
02.1.600.1825,6018.20250080693-8,2025,5,
02.1.600.1826,PMSP-SMS/FMS/ENTID/663822 - 22.344-1,2025,5,
02.1.600.1827,PMSP- SMS/FMS/ENTID/664719 - 22.346-8,2025,5,
02.1.600.1828,PMSP-SMS/FMS/ENTID/664697 - 22.349-2,2025,5,
02.1.600.1829,PMSP-SMS/FMS/ENTID/664582 - 22.353-0,2025,5,
02.1.600.1830,PMSP-SMS/FMS/ENTID/663384 - 22.356-5,2025,5,
02.1.600.1831,PMSP-SMS/FMS/ENTID/666671 - 22.358-1,2025,5,
02.1.600.1832,PMSP-SMS/FMS/ENTID/664606 - 22.360-3,2025,5,
02.1.600.1833,PMSP-SMS/FMS/GAB/638054 - 22.264-X,2025,5,
02.1.600.1834,PMSP-SMT/Inspeção de Segurança Veicular - Outros Serviços de Terceiros,2025,5,
02.1.600.1836,PMSP-SMS/FMS/ENTID/678175 - 22.627-0,2025,5,
02.1.600.1837,PMSP-SMS/FMS/ENTID/678530 - 22.672-6,2025,5,
02.1.600.1838,PMSP-SMS/FMS/ENTID/664515 - 22.673-4,2025,5,
02.1.600.1839,PMSP-SMS/FMS/ENTID/664581 - 22.327-1,2025,5,
02.1.600.1840,PMSP-SMS/FMS/ENTID/664244 - 22.347-6,2025,5,
02.1.600.1841,PMSP-SMS/FMS/ENTID/664637 - 22.518-5,2025,5,
02.1.600.1842,PMSP/SMS/FMS/ENTID/662961 - 22.589-4,2025,5,
02.1.600.1843,PMSP-SMS/FMS/ENTID/671981 - 22.590-8,2025,5,
02.1.600.1844,PMSP-SMS/FMS/ENTID/668446 - 22.591-6,2025,5,
02.1.600.1845,PMSP-SMS/FMS/ENTID/664748 - 22.629-7,2025,5,
02.1.600.1846,PMSP-SMS/FMS/ENTID/664724 - 22.630-0,2025,5,
02.1.600.1847,PMSP-SMS/FMS/ENTID/666685 - 22.631-9,2025,5,
02.1.600.1848,PMSP-SMS/FMS/ENTID/664534 - 22.632-7,2025,5,
02.1.600.1849,PMSP-SMS/FMS/ENTID/668403 - 22.633-5,2025,5,
02.1.600.1850,PMSP-SMS/FMS/ENTID/664739 - 22.634-3,2025,5,
02.1.600.1852,PMSP-SMS/FMS/ITPAP/GAB - 22.265-8,2025,5,
02.1.600.1853,PMSP-SMS/FMS/ITPAP/GAB - 22.266-6,2025,5,
02.1.600.1854,PMSP-SMS/FMS/ITPAP/GAB - 22.267-4,2025,5,
02.1.600.1855,PMSP-SMS/FMS/ENTID/664446 - 22.336-0,2025,5,
02.1.600.1856,PMSP-SMS/FMS/ENTID/664406 - 22.337-9,2025,5,
02.1.600.1857,PMSP-SMS/FMS/ENTID/664449 - 22.338-7,2025,5,
02.1.600.1858,PMSP-SMS/FMS/ENTID/664432 - 22.342-5,2025,5,
02.1.600.1859,PMSP-SMS/FMS/ENTID/664558 - 22.352-2,2025,5,
02.1.600.1860,PMSP-SMS/FMS/ENTID/664703 - 22.354-9,2025,5,
02.1.600.1861,PMSP-SMS/FMS/ENTID/664403 - 22.355-7,2025,5,
02.1.600.1862,PMSP-SMS/FMS/ENTID/664357 - 22.362-X,2025,5,
02.1.600.1864,SMS/FMS/ENTID/663067 - 22.473-1,2025,5,
02.1.600.1865,SMS/FMS/ENTID/664281 - 22.478-2,2025,5,
02.1.600.1866,SMS/FMS/ENTID/663095 - 22.484-7,2025,5,
02.1.600.1867,SMS/FMS/ENTID/663203 - 22.503-7,2025,5,
02.1.600.1869,PMSP-SMS/FMS/ENTID/656548 - 22.321-2,2025,5,
02.1.600.1871,SMS/FMS/ENTID/671926 - 22.475-8,2025,5,
02.1.600.1872,SMS/FMS/ENTID/668413 - 22.477-4,2025,5,
02.1.600.1873,SMS/FMS/ENTID/672044 - 22.480-4,2025,5,
02.1.600.1874,SMS/FMS/ITPAP/GAB - 22.481-2,2025,5,
02.1.600.1875,SMS/FMS/ENTID/646685 - 22.483-9,2025,5,
02.1.600.1876,SMS/FMS/ITPAP/GAB - 22.712-9,2025,5,
02.1.600.1877,PMSP-SMS/FMS/ENTID/668408 - 22.471-5,2025,5,
02.1.600.1878,PMSP-SMS/FMS/ENTID/669093 - 22.472-3,2025,5,
02.1.600.1879,PMSP-SMS/FMS/ENTID/663323 - 22.474-X,2025,5,
02.1.600.1880,PMSP-SMS/FMS/ENTID/663131 - 22.476-6,2025,5,
02.1.600.1881,PMSP-SMS/FMS/ENTID/664523 - 22.479-0,2025,5,
02.1.600.1882,PMSP-SMS/FMS/ENTID/663792 - 22.482-0,2025,5,
02.1.600.1887,SMS/FMS/ENTID/680909 - 22.783-8,2025,5,
02.1.600.1891,PMSP/SMS/INVEST/25003- 22.816-8,2025,5,
02.1.600.1912,SMS/FMS/ENTID/678985 - 22.709-9,2025,5,
02.1.600.1913,SMS/FMS/ENTID/677996 - 22.710-2,2025,5,
02.1.600.1915,SMS/FMS/ENTID/704356 - 22.890-7,2025,5,
02.1.600.1916,SMS/FMS/ENTID/708811 - 22.897-4,2025,5,
02.1.600.1927,PMSP-SMS/FMS/ENTID/711886 - 22.938-5,2025,5,
02.1.600.1928,PMSP-SMS/FMS/GAB 709740 - 22.944-X,2025,5,
02.1.600.1929,PMSP-SMS/FMS/ITPAP/GAB - 22.945-8,2025,5,
02.1.600.1931,PMSP-SMS/FMS/ENTID/715156 - 22.955-5,2025,5,
02.1.600.1934,SMS/FMS/ENTID/715172 - 22.958-X,2025,5,
02.1.600.1935,SMS/FMS/ENTID/715176 - 22.959-8,2025,5,
02.1.600.1936,SMS/FMS/ENTID/714942 - 22.960-1,2025,5,
02.1.600.1937,SMS/FMS/ENTID/715866 - 22.970-9,2025,5,
02.1.600.1938,SMS/FMS/ENTID/715476 - 22.971-7,2025,5,
02.1.600.1939,SMS/FMS/ENTID/715704 - 22.972-5,2025,5,
02.1.600.1940,SMS/FMS/ENTID/715463 - 22.973-3,2025,5,
02.1.600.1941,SMS/FMS/ENTID/714917 - 22.974-1,2025,5,
02.1.600.1942,SMS/FMS/ENTID/715411 - 23.065-0,2025,5,
02.1.600.1943,SMS/FMS/ENTID/717133 - 23.066-9,2025,5,
02.1.600.1944,SMS/FMS/ENTID/715421 - 23.067-7,2025,5,
02.1.600.1945,SMS/FMS/ENTID/715990 - 23.068-5,2025,5,
02.1.600.1946,SMS/FMS/GESTÃO/710153 - 22.954-7,2025,5,
02.1.600.1947,SMS/FMS/ENTID/715480 - 22.961-X,2025,5,
02.1.600.1948,SMS/FMS/ENTID/714873 - 22.962-8,2025,5,
02.1.600.1949,SMS/FMS/ITPAP/GAB - 23.073-1,2025,5,
02.1.600.1951,SMS/FMS/ENTID/719597 - 23.161-4,2025,5,
02.1.600.1954,SMS/FMS/ITPAP/GAB - 23.072-3,2025,5,
02.1.600.1956,SMS/FMS/ENTID/719604 - 23.193-2,2025,5,
02.1.600.1957,SMS/FMS/ENTID/714979 - 23.195-9,2025,5,
02.1.600.1958,SMS/FMS/ENTID/717188 - 23.202-5,2025,5,
02.1.600.1959,SMS/FMS/GAB/719223 - 23.203-3,2025,5,
02.1.600.1963,SMS/FMS/GAB/719717 - 23.177-0,2025,5,
02.1.600.1964,SMS/FMS/ENTID/719601 - 23.204-1,2025,5,
02.1.600.1967,SMS/FMS/ENTID/720098 - 23.178-9,2025,5,
02.1.600.1968,SMS/FMS/ENTID/713403 - 23.194-0,2025,5,
02.1.600.1972,SMS/FMS/ENTID/707992 - 23.240-8,2025,5,
02.1.600.1976,SMS/FMS/ENTID/710218 - 23.239-4,2025,5,
02.1.600.1978,SMS/FMS/ENT-GAB/722506 - 23.318-8,2025,5,
02.1.600.1979,SMS/FMS/GAB/722410 - 23.319-6,2025,5,
02.1.600.1995,SMS/FMS/ENTID/720081 - 23.169-X,2025,5,
02.1.601.0000,Código Genérico,2025,5,
02.1.601.1185,FMS INVEST SUS,2025,5,
02.1.601.1705,PMSP/SMS/INVEST/24087 - 21.888-X,2025,5,
02.1.601.1706,PMSP/SMS/INVEST/24086 - 21.889-8,2025,5,
02.1.601.1710,PMSP/SMS/INVEST/24082 - 21.893-6,2025,5,
02.1.601.1711,PMSP/SMS/INVEST/24079 - 21.894-4,2025,5,
02.1.601.1712,PMSP/SMS/INVEST/24085 - 21.895-2,2025,5,
02.1.601.1713,PMSP/SMS/INVEST/24084 - 21.896-0,2025,5,
02.1.601.1714,PMSP/SMS/INVEST/24071 - 21.897-9,2025,5,
02.1.601.1715,PMSP/SMS/INVEST/24069 - 21.898-7,2025,5,
02.1.601.1717,PMSP/SMS/INVEST/24075 - 21.925-8,2025,5,
02.1.601.1718,PMSP/SMS/INVEST/24070 - 21.926-6,2025,5,
02.1.601.1719,PMSP/SMS/INVEST/24076 - 21.927-4,2025,5,
02.1.601.1720,PMSP/SMS/INVEST/24080 - 21.928-2,2025,5,
02.1.601.1721,PMSP/SMS/INVEST/24074 - 21.929-0,2025,5,
02.1.601.1722,PMSP/SMS/INVEST/24081 - 21.930-4,2025,5,
02.1.601.1723,PMSP/SMS/INVEST/24076 - 21.931-2,2025,5,
02.1.601.1726,PMSP/SMS/INVEST/24072 - 21.934-7,2025,5,
02.1.601.1727,PMSP/SMS/INVEST/24073 - 21.935-5,2025,5,
02.1.601.1732,PMSP/ FMS/SP-EP – 21.712-3,2025,5,
02.1.601.1733,PMSP/ FMS/SP-EP – 21.713-1,2025,5,
02.1.601.1734,PMSP/ FMS/SP-EP – 21.714-X,2025,5,
02.1.601.1735,PMSP/ FMS/SP-EP – 21.715-,2025,5,
02.1.601.1736,PMSP-SMS/FMS-SP-EP - 21.716-6,2025,5,
02.1.601.1737,PMSP/ FMS/SP-EP – 21.717-4,2025,5,
02.1.601.1753,PMSP/ FMS/SP - EP – 21.718-2,2025,5,
02.1.601.1754,PMSP/ FMS/SP - EP – 21.719-0,2025,5,
02.1.601.1755,PMSP/ FMS/SP - EP - 21.720-4,2025,5,
02.1.601.1756,PMSP/ FMS/SP - EP - 21.721-2,2025,5,
02.1.601.1757,PMSP/FMS/SP - EP - 21.722,2025,5,
02.1.601.1758,21.723-9 – PMSP/ FMS/SP - EP,2025,5,
02.1.601.1759,PMSP/ FMS/SP - EP - 21.724-7,2025,5,
02.1.601.1760,PMSP/ FMS/SP - EP - 21.725-5,2025,5,
02.1.601.1761,PMSP/ FMS/SP - EP - 21.726-3,2025,5,
02.1.601.1762,PMSP/ FMS/SP - EP - 21.727-1,2025,5,
02.1.601.1763,PMSP/ FMS/SP - EP - 21.728-X,2025,5,
02.1.601.1764,PMSP/ FMS/SP - EP - 21.729-8,2025,5,
02.1.601.1765,PMSP/ FMS/SP - EP - 21.731-X,2025,5,
02.1.601.1766,PMSP/ FMS/SP - EP- 21.732-8,2025,5,
02.1.601.1767,PMSP/ FMS/SP - EP - 21.733-6,2025,5,
02.1.601.1776,PMSP-SMS/FMS-EMENDA PARLAMENTAR - 21.730-1,2025,5,
02.1.601.1870,PMSP/SMS/INVEST/25005 - 22.470-7,2025,5,
02.1.601.1891,PMSP/SMS/INVEST/25003- 22.816-8,2025,5,
02.1.601.1914,PMSP/SMS/INVEST/25007 - 22.864-8,2025,5,
02.1.601.1917,PMSP/SMS/INVEST/25002 - 22.815-X,2025,5,
02.1.601.1918,PMSP/SMS/INVEST/25006 - 22.865-6,2025,5,
02.1.601.1930,PMSP-PMSP/SMS/INVEST/25011 - 22.946-6,2025,5,
02.1.601.1950,PMSP/SMS/INVEST/25016 - 23.079-0,2025,5,
02.1.601.1973,PMSP/SMS/INVEST/25019 - 23.281-5,2025,5,
02.1.601.1974,PMSP/SMS/INVEST/25020 - 23.282-3,2025,5,
02.1.601.1977,PMSP/SMS/INVEST/25015 - 23.317-X,2025,5,
02.1.604.1168,FMS CUSTEIO SUS,2025,5,
02.1.605.1168,FMS CUSTEIO SUS,2025,5,
02.1.605.1481,1481 - PMSP-SMS/FMS-Piso Nacional dos Profissionais de Enfermagem,2025,5,
02.1.631.0000,Código Genérico,2025,5,
02.1.631.0779,PMSP-SMS/CONVÊNIO 779947/2012-SICONV,2025,5,
02.1.631.0852,PMSP-SMS/FMS-FNS PA Munic Gloria R.S.Bonfim 131.37,2025,5,
02.1.631.0855,PMS-SMS/FMS-FNS AMA A Saboya/UPA Jabaq  131.40,2025,5,
02.1.631.0858,PMSP-SMS/FMS-FNS AMA Hosp C Limpo/UPA C.L 131.43,2025,5,
02.1.631.0859,PMSP-SMS/FMS-FNS AMA I Proença/UPA Moóca  - 131.44,2025,5,
02.1.631.0863,PMSP-SMS/FMS-FNS AMA Parelheiros  131.48,2025,5,
02.1.631.0864,PMSP-SMS/FMS-FNS AMA Capão Redondo 131.49,2025,5,
02.1.631.1321,H. M' Boi Mirim - CONVÊNIO 905912/2020,2025,5,
02.1.631.1346,CONV 795396/2013 - HM. J.S.HUNGRIA,2025,5,
02.1.631.1347,CONV 800002/2013 - HM. ALÍPIO C. NETO,2025,5,
02.1.631.1348,CONV 800003/2013 - HM. VALDOMIRO PAULA,2025,5,
02.1.631.1366,HM Tide Setubal - CONVÊNIO 918489/2021,2025,5,
02.1.631.1379,CONV 799999/2013 - HM. ARTHUR SABOYA,2025,5,
02.1.631.1384,PMSP-SEME/CONVÊNIO SICONV 840338/2016,2025,5,
02.1.631.1405,PMSP-SMS/CONVÊNIO SICONV/Convênio nº 929522/2022,2025,5,
02.1.631.1617,PMSP-SMS/Construção da Policlínica Itaquera,2025,5,
02.1.631.1618,PMSP-SMS/Construção da Policlínica Guaianazes,2025,5,
02.1.631.1700,SMS/FMS/CRPICS São Mateus 973586,2025,5,
02.1.631.1778,CER CARRÃO - CONVÊNIO 825056/2015,2025,5,
02.1.631.1779,CER PENHA - CONVÊNIO 825053/2015,2025,5,
02.1.659.0000,Código Genérico,2025,5,
02.1.660.0000,Código Genérico,2025,5,
02.1.660.1075,PMSP-SMADS/BLOCO PSEAC - FNAS,2025,5,
02.1.660.1079,PMSP-SMADS/SÃO PAULO-PETI,2025,5,
02.1.660.1080,PMSP-SMADS/BLOCO GESTÃO IGDBF - FNAS,2025,5,
02.1.660.1081,PMSP-SMADS/BLOCO GESTÃO IGDSUAS - FNAS,2025,5,
02.1.660.1082,PMSP-SMADS/BLOCO PSEMC - FNAS,2025,5,
02.1.660.1083,PMSP-SMADS/BLOCO PSB - FNAS,2025,5,
02.1.660.1184,PMSP-SMADS/FMAS-MAC,2025,5,
02.1.660.1327,PMSP-SMADS/SAO PAULO SIGTV - ESTR3 - FNAS,2025,5,
02.1.660.1380,PMSP-SMADS/PROGRAMA AUXILIO BRASIL/IGD-PAB-FNAS,2025,5,
02.1.660.1411,PMSP-SMADS/SÃO PAULO SIGTV-ESTR3 - FNAS,2025,5,
02.1.660.1423,20.515-X - PMSP-SMADS/SAO PAULO SIGTV - ESTR3 2022,2025,5,
02.1.660.1424,20.548-6 - PMSP-SMADS/SAO PAULO SIGTV - ESTR3 2022,2025,5,
02.1.660.1437,PMSP-SMADS/SAO PAULO SIGTV - ESTR3 2022,2025,5,
02.1.660.1438,PMSP-SMADS/SAO PAULO SIGTV - ESTR3 2022,2025,5,
02.1.660.1439,PMSP-SMADS/SAO PAULO SIGTV - ESTR3 2022,2025,5,
02.1.660.1440,PMSP-SMADS/SAO PAULO SIGTV - ESTR3 2022,2025,5,
02.1.660.1449,PMSP-SMADS/SAO PAULO SIGTV - ESTR3 2022,2025,5,
02.1.660.1450,PMSP-SMADS/SAO PAULO SIGTV - ESTR3 2022,2025,5,
02.1.660.1451,PMSP-SMADS/SAO PAULO SIGTV - ESTR3 2022,2025,5,
02.1.660.1452,PMSP-SMADS/FMAS - CCA Jardim Dom José ,2025,5,
02.1.660.1472,PMSP-SMADS/PROCAD-SUAS,2025,5,
02.1.660.1487,PMSP-SMADS/FMAS – Emenda Parlamentar - 20.907-4,2025,5,
02.1.660.1500,PMSP-SMADS/FMAS-Emenda Parlamentar Individual - 20.872-8,2025,5,
02.1.660.1503,PMSP-SMADS/PROTEÇÃO SOCIAL BÁSICA- FMAS-2024,2025,5,
02.1.660.1504,PMSP-SMADS/PROTEÇÃO SOCIAL ESPECIAL Média Complexidade-FMAS-2024,2025,5,
02.1.660.1505,PMSP-SMADS/PROTEÇÃO SOCIAL ESPECIAL Alta Complexidade-FMAS/2024,2025,5,
02.1.660.1513,PMSP-SMADS/FMAS-SAO PAULO SIGTV-ESTR3 2022,2025,5,
02.1.660.1525,PMSP-SMADS/FMAS-SAO PAULO SIGTV - INVEST 2023 - 20.726-8,2025,5,
02.1.660.1528,PMSP-SMADS/FMAS-SAO PAULO SIGTV-INVEST 2023 - 20.725-X,2025,5,
02.1.660.1531,PMSP-SMADS/FMAS-SAO PAULO SIGTV-CUSTEIO-Rui Falcão 2024,2025,5,
02.1.660.1557,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO - Maria Rosas 2024,2025,5,
02.1.660.1558,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO-Davidi Soares 2024,2025,5,
02.1.660.1559,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO-Juliana Cardoso 2024,2025,5,
02.1.660.1560,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO-David Soares 2024,2025,5,
02.1.660.1561,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO-Vincentinho 2024,2025,5,
02.1.660.1562,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO-Luiza Erundina 2024,2025,5,
02.1.660.1563,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO-Maria Rosas 2024,2025,5,
02.1.660.1564,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO-Adriana Ventura 2024,2025,5,
02.1.660.1565,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO-Tiririca 2024,2025,5,
02.1.660.1566,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO-Mara Gabrilli 2024,2025,5,
02.1.660.1567,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO- Baleia Rossi 2024,2025,5,
02.1.660.1568,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO-Rosangela Moro 2024,2025,5,
02.1.660.1595,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO/Juliana Cardosos 2024 - 21.353-5,2025,5,
02.1.660.1596,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO/Mara Gabrili 2024 - 21.354-3,2025,5,
02.1.660.1597,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO/Juliana Cardoso 2024 - 21.355-1,2025,5,
02.1.660.1598,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO/Juliana Cardoso 2024 - 21.356-X,2025,5,
02.1.660.1599,SAO PAULO SIGTV - CUSTEIO - Maria Rosas 2024 - 21.357-8,2025,5,
02.1.660.1600,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO/Kim Kataguire 2024 - 21.358-6,2025,5,
02.1.660.1601,SAO PAULO SIGTV - CUSTEIO - Maria Rosas 2024 - 21.359-4,2025,5,
02.1.660.1602,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO/Kim Kataguire 2024 - 21.360-8  ,2025,5,
02.1.660.1603,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO/Juliana Cardoso 2024 - 21.361-6,2025,5,
02.1.660.1604,PMSP-SMADS/ FMAS-SP SIGTV-CUSTEIO/Kim Kataguire 2024 - 21.362-4,2025,5,
02.1.660.1605,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO/Rui Falcão 2024 - 21.363-2,2025,5,
02.1.660.1606,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO/Kim Kataguire 2024 - 21.364-0,2025,5,
02.1.660.1607,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO/Adriana Ventura 2024 - 21.365-9,2025,5,
02.1.660.1608,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO/Kim Kataguire 2024 - 21.366-7,2025,5,
02.1.660.1609,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO/Juliana Cardoso 2024 - 21.367-5,2025,5,
02.1.660.1610,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO/Maria Rosas 2024 - 21.368-3,2025,5,
02.1.660.1611,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO/Baleia Rossi 2024 - 21.369-1,2025,5,
02.1.660.1612,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO/Tiririca 2024 - 21.370-5,2025,5,
02.1.660.1613,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO/Mara Gabrili 2024 - 21.371-3,2025,5,
02.1.660.1614,SAO PAULO SIGTV - CUSTEIO - Juliana Cardoso 2024 - 21.372-1,2025,5,
02.1.660.1622,PMSP-SMADS/FMAS-SP SIGTV-INVEST - Ricardo Sales 2024 - 21.385-3 ,2025,5,
02.1.660.1645,SAO PAULO SIGTV - CUSTEIO - Simone Marqueto 2024 - 21.391-8,2025,5,
02.1.660.1646,SAO PAULO SIGTV - CUSTEIO - Juliana Cardoso 2024 - 21.392-6,2025,5,
02.1.660.1647,SAO PAULO SIGTV - CUSTEIO - Luiza Erundina 2024 - 21.393-4,2025,5,
02.1.660.1648,SAO PAULO SIGTV - CUSTEIO - Paulo Alexandre Barbosa 2024 - 21.394-2,2025,5,
02.1.660.1675,TRANSFERÊNCIA SAO PAULO SIGTV - CUSTEIO - Simone Marquetto 2024,2025,5,
02.1.660.1676,TRANSFERÊNCIA SAO PAULO SIGTV - CUSTEIO - Paulo Teixeira 2024,2025,5,
02.1.660.1677,PMSP-SMADS/FMAS-SP SIGTV - CUSTEIO - Juliana Cardoso 2024,2025,5,
02.1.660.1678,TRANSFERÊNCIA SAO PAULO SIGTV - INVEST - Paulo Alexandre Barbosa 2024,2025,5,
02.1.660.1679,PMSP-SMADS/FMAS-SP SIGTV - CUSTEIO - Renata Abreu 2024,2025,5,
02.1.660.1690,PMSP-SMADS/FMAS-SP SIGTV-INVEST - Simone Marquetto 2025 - 21.670-4,2025,5,
02.1.660.1731,PMSP-SMADS/FMAS-SP SIGTV - INVEST - Ricardo Salles 2025 - 21.671-2,2025,5,
02.1.660.1892,SMADS- SAO PAULO SIGTV - CUSTEIO - Ricardo Salles 2025 - 22.784-6,2025,5,
02.1.660.1893,SAO PAULO SIGTV - CUSTEIO - Carlos Zarattini 2025 - 22.785-4,2025,5,
02.1.660.1894,SAO PAULO SIGTV - CUSTEIO - Rosangela Moro 2025 - 22.786-2,2025,5,
